TransactionID,CustomerID,Age,Gender,Income,ProductCategory,Product,Quantity,Price,TotalAmount,PaymentMethod,StoreLocation,PurchaseDate,DayOfWeek,TimeOfDay,Promotion,Returned
8581,1218,48,Male,116837,Clothing,Shirt,5,97.59,487.95,Cash,West,2024-07-23,Tuesday,Morning,Yes,Yes
8582,1870,55,Male,106426,Electronics,Laptop,3,389.88,1169.64,Debit Card,North,2024-02-05,Monday,Evening,No,Yes
8583,1013,24,Female,48371,Clothing,Jacket,1,110.83,110.83,Cash,North,2024-07-22,Monday,Evening,No,No
8584,1847,34,Male,95237,Grocery,Milk,2,174.59,349.18,Credit Card,East,2024-12-27,Friday,Evening,No,Yes
8585,1789,62,Female,91826,Grocery,Cheese,5,46.07,230.35,Cash,North,2024-01-14,Sunday,Afternoon,Yes,No
8586,1349,62,Male,89186,Clothing,Jacket,1,209.12,209.12,Cash,West,2024-04-12,Friday,Afternoon,Yes,No
8587,1292,64,Male,42528,Sports,Football,5,416.92,2084.6,Cash,East,2024-04-19,Friday,Evening,Yes,No
8588,1221,59,Female,78888,Home,Chair,4,327.88,1311.52,Cash,East,2024-05-01,Wednesday,Afternoon,No,Yes
8589,1334,32,Male,62008,Grocery,Cheese,2,101.44,202.88,Cash,North,2024-09-28,Saturday,Morning,Yes,No
8590,1846,20,Male,117361,Grocery,Cheese,4,185.55,742.2,Cash,South,2024-07-25,Thursday,Afternoon,Yes,No
8591,1674,25,Male,49371,Clothing,Shirt,1,377.59,377.59,Cash,East,2024-10-22,Tuesday,Evening,No,Yes
8592,1518,38,Female,118758,Clothing,Jacket,3,336.76,1010.28,Credit Card,South,2024-03-07,Thursday,Morning,Yes,No
8593,1072,20,Female,49376,Clothing,Jeans,3,282.2,846.6,Credit Card,East,2024-09-14,Saturday,Evening,Yes,No
8594,1620,21,Female,38244,Sports,Football,5,362.49,1812.45,Credit Card,North,2024-05-12,Sunday,Morning,No,Yes
8595,1314,51,Female,90460,Home,Table,1,235.47,235.47,Credit Card,North,2024-05-18,Saturday,Morning,Yes,Yes
8596,1640,51,Female,100641,Grocery,Eggs,4,454.32,1817.28,Cash,East,2024-06-28,Friday,Morning,No,Yes
8597,1248,36,Female,48867,Clothing,Shirt,4,257.57,1030.28,Credit Card,West,2024-01-29,Monday,Evening,Yes,Yes
8598,1473,55,Female,31140,Electronics,Headphones,1,273.98,273.98,Debit Card,South,2024-04-02,Tuesday,Morning,No,No
8599,1473,40,Male,67591,Home,Lamp,3,142.02,426.06,Credit Card,West,2024-07-25,Thursday,Evening,Yes,No
8600,1107,58,Female,78053,Home,Table,1,474.97,474.97,Credit Card,South,2024-04-05,Friday,Afternoon,Yes,No
8601,1303,43,Female,100966,Clothing,Shirt,2,423.66,847.32,Credit Card,West,2024-11-05,Tuesday,Afternoon,Yes,No
8602,1850,60,Male,52599,Sports,Basketball,5,205.84,1029.2,Credit Card,West,2024-02-04,Sunday,Evening,No,Yes
8603,1847,46,Male,44491,Home,Lamp,2,304.41,608.82,Debit Card,South,2024-07-20,Saturday,Afternoon,No,Yes
8604,1104,23,Male,117118,Grocery,Cheese,3,226.97,680.91,Credit Card,West,2024-05-27,Monday,Morning,No,Yes
8605,1141,24,Female,47437,Home,Chair,5,47.7,238.5,Debit Card,East,2024-07-25,Thursday,Evening,No,No
8606,1379,46,Male,95282,Clothing,Shirt,4,51.14,204.56,Debit Card,South,2024-04-03,Wednesday,Morning,No,Yes
8607,1514,29,Female,59098,Electronics,Tablet,2,77.64,155.28,Credit Card,West,2024-01-10,Wednesday,Afternoon,Yes,No
8608,1812,29,Male,50251,Home,Chair,3,317.82,953.46,Debit Card,North,2024-09-07,Saturday,Morning,No,Yes
8609,1101,55,Female,113732,Electronics,Phone,1,382.21,382.21,Credit Card,North,2024-06-10,Monday,Afternoon,Yes,Yes
8610,1194,25,Female,45457,Clothing,Shirt,5,416.47,2082.35,Cash,South,2024-01-25,Thursday,Morning,Yes,No
8611,1450,67,Female,109158,Home,Table,3,394.62,1183.86,Credit Card,North,2024-03-30,Saturday,Morning,Yes,No
8612,1688,46,Male,93699,Electronics,Phone,3,144.64,433.92,Credit Card,West,2024-02-06,Tuesday,Evening,Yes,No
8613,1635,43,Female,37777,Home,Table,1,42.16,42.16,Cash,North,2024-01-12,Friday,Afternoon,Yes,Yes
8614,1371,63,Male,98076,Home,Lamp,1,136.39,136.39,Credit Card,South,2024-12-18,Wednesday,Evening,No,No
8615,1311,33,Male,87446,Sports,Tennis Racket,2,24.22,48.44,Credit Card,South,2024-04-16,Tuesday,Morning,Yes,No
8616,1639,31,Female,99919,Sports,Football,2,354.23,708.46,Debit Card,West,2024-06-10,Monday,Evening,No,Yes
8617,1207,41,Female,49899,Sports,Football,1,414.2,414.2,Cash,South,2024-08-04,Sunday,Evening,Yes,Yes
8618,1494,59,Female,86457,Sports,Tennis Racket,5,202.26,1011.3,Debit Card,North,2024-11-21,Thursday,Afternoon,No,Yes
8619,1619,46,Female,81200,Sports,Tennis Racket,2,473.04,946.08,Debit Card,West,2024-01-13,Saturday,Morning,No,Yes
8620,1628,37,Male,64480,Grocery,Bread,4,270.92,1083.68,Cash,North,2024-05-17,Friday,Evening,Yes,No
8621,1702,68,Male,108008,Grocery,Milk,2,458.74,917.48,Cash,West,2024-10-12,Saturday,Morning,No,Yes
8622,1092,68,Male,30718,Clothing,Jacket,2,187.87,375.74,Credit Card,East,2024-06-03,Monday,Morning,Yes,No
8623,1122,63,Female,106675,Electronics,Laptop,4,294.29,1177.16,Cash,West,2024-10-15,Tuesday,Evening,Yes,No
8624,1709,58,Male,101872,Home,Chair,1,435.81,435.81,Debit Card,West,2024-03-29,Friday,Afternoon,No,Yes
8625,1183,24,Female,108669,Grocery,Cheese,1,430.99,430.99,Debit Card,South,2024-07-01,Monday,Morning,No,Yes
8626,1665,50,Female,94666,Clothing,Jeans,5,110.68,553.4,Credit Card,South,2024-05-07,Tuesday,Morning,Yes,No
8627,1245,68,Male,117446,Clothing,Jeans,4,18.98,75.92,Cash,South,2024-09-05,Thursday,Morning,Yes,Yes
8628,1985,28,Male,116560,Electronics,Headphones,3,346.67,1040.01,Debit Card,West,2024-06-30,Sunday,Evening,Yes,No
8629,1863,25,Female,35098,Grocery,Bread,1,155.89,155.89,Cash,West,2024-06-12,Wednesday,Afternoon,No,Yes
8630,1615,51,Female,107791,Electronics,Tablet,3,87.18,261.54,Debit Card,South,2024-01-30,Tuesday,Afternoon,Yes,Yes
8631,1681,22,Female,41648,Grocery,Milk,3,461.59,1384.77,Debit Card,East,2024-08-03,Saturday,Afternoon,No,Yes
8632,1283,64,Female,92341,Home,Chair,1,6.73,6.73,Credit Card,East,2024-01-10,Wednesday,Evening,Yes,No
8633,1364,52,Female,66288,Grocery,Eggs,2,110.54,221.08,Debit Card,South,2024-12-10,Tuesday,Morning,Yes,No
8634,1886,28,Female,107808,Home,Chair,5,198.2,991.0,Debit Card,North,2024-07-31,Wednesday,Morning,Yes,No
8635,1479,57,Female,118717,Clothing,Shirt,5,325.33,1626.65,Debit Card,East,2024-11-15,Friday,Evening,Yes,No
8636,1924,48,Female,83142,Electronics,Headphones,4,96.47,385.88,Cash,West,2024-09-22,Sunday,Evening,No,Yes
8637,1993,18,Male,79226,Home,Lamp,4,343.82,1375.28,Debit Card,East,2024-04-25,Thursday,Evening,No,Yes
8638,1194,50,Male,72269,Grocery,Bread,3,110.53,331.59,Debit Card,East,2024-11-27,Wednesday,Evening,Yes,No
8639,1418,50,Male,76013,Electronics,Headphones,1,428.29,428.29,Credit Card,North,2024-09-05,Thursday,Afternoon,No,Yes
8640,1362,52,Male,99947,Electronics,Tablet,2,252.4,504.8,Debit Card,West,2024-08-14,Wednesday,Afternoon,Yes,Yes
8641,1955,20,Female,98478,Sports,Basketball,5,57.48,287.4,Credit Card,South,2024-01-02,Tuesday,Evening,Yes,Yes
8642,1241,48,Male,51998,Sports,Football,4,305.97,1223.88,Credit Card,North,2024-03-17,Sunday,Afternoon,Yes,Yes
8643,1905,45,Male,90412,Sports,Football,3,345.36,1036.08,Cash,East,2024-05-08,Wednesday,Evening,Yes,No
8644,1245,47,Male,74087,Sports,Tennis Racket,3,292.88,878.64,Cash,North,2024-10-30,Wednesday,Morning,Yes,Yes
8645,1579,27,Female,34145,Grocery,Cheese,3,367.26,1101.78,Cash,East,2024-01-27,Saturday,Afternoon,Yes,No
8646,1459,67,Male,90715,Electronics,Phone,5,103.05,515.25,Cash,West,2024-12-31,Tuesday,Evening,No,Yes
8647,1741,44,Female,42834,Grocery,Bread,2,231.3,462.6,Cash,South,2024-03-21,Thursday,Morning,Yes,Yes
8648,1056,47,Female,33054,Clothing,Jacket,4,33.02,132.08,Debit Card,West,2024-01-21,Sunday,Afternoon,Yes,No
8649,1630,51,Male,90408,Sports,Football,2,479.77,959.54,Cash,North,2024-07-23,Tuesday,Morning,No,Yes
8650,1809,63,Male,46291,Sports,Tennis Racket,5,441.94,2209.7,Debit Card,East,2024-01-27,Saturday,Morning,Yes,Yes
8651,1576,22,Female,79788,Sports,Football,3,106.85,320.55,Debit Card,North,2024-12-05,Thursday,Morning,Yes,No
8652,1668,24,Male,107312,Clothing,Jacket,5,77.87,389.35,Debit Card,East,2024-07-15,Monday,Evening,Yes,No
8653,1155,18,Male,86955,Sports,Tennis Racket,2,224.88,449.76,Credit Card,East,2024-09-03,Tuesday,Morning,No,Yes
8654,1021,43,Male,69051,Home,Chair,1,75.86,75.86,Debit Card,North,2024-08-25,Sunday,Morning,No,Yes
8655,1337,49,Male,70700,Clothing,Jacket,2,499.88,999.76,Debit Card,West,2024-11-26,Tuesday,Morning,Yes,Yes
8656,1207,22,Male,101060,Clothing,Jacket,3,218.45,655.35,Debit Card,North,2024-09-09,Monday,Afternoon,No,Yes
8657,1303,60,Female,39002,Home,Table,4,187.84,751.36,Credit Card,South,2024-02-21,Wednesday,Afternoon,No,Yes
8658,1970,52,Female,65356,Home,Chair,2,217.17,434.34,Credit Card,West,2024-10-07,Monday,Morning,No,Yes
8659,1486,69,Female,56082,Home,Lamp,3,424.83,1274.49,Debit Card,North,2024-07-04,Thursday,Afternoon,No,Yes
8660,1234,39,Female,41210,Clothing,Shirt,1,159.88,159.88,Cash,West,2024-05-03,Friday,Afternoon,No,No
8661,1383,31,Male,104016,Electronics,Headphones,4,426.32,1705.28,Debit Card,East,2024-02-09,Friday,Morning,No,Yes
8662,1792,49,Male,107183,Electronics,Tablet,5,424.15,2120.75,Debit Card,South,2024-11-28,Thursday,Evening,Yes,No
8663,1257,20,Male,77750,Clothing,Shirt,5,424.18,2120.9,Cash,North,2024-12-05,Thursday,Morning,Yes,Yes
8664,1368,31,Male,64901,Clothing,Jeans,4,207.74,830.96,Cash,South,2024-04-17,Wednesday,Afternoon,Yes,No
8665,1406,20,Female,92831,Grocery,Cheese,4,450.47,1801.88,Debit Card,South,2024-08-25,Sunday,Evening,No,Yes
8666,1733,63,Female,89147,Electronics,Tablet,1,362.5,362.5,Credit Card,North,2024-11-06,Wednesday,Evening,Yes,No
8667,1790,67,Male,83970,Home,Table,2,85.01,170.02,Cash,West,2024-09-11,Wednesday,Morning,Yes,No
8668,1219,28,Male,90433,Clothing,Jacket,4,266.92,1067.68,Cash,North,2024-10-18,Friday,Afternoon,No,Yes
8669,1893,48,Female,66978,Clothing,Jeans,4,350.2,1400.8,Debit Card,North,2024-11-15,Friday,Morning,Yes,No
8670,1622,29,Male,33207,Sports,Tennis Racket,5,123.97,619.85,Credit Card,South,2024-05-28,Tuesday,Afternoon,Yes,No
8671,1315,57,Female,99738,Home,Lamp,1,263.44,263.44,Credit Card,West,2024-12-18,Wednesday,Morning,No,No
8672,1166,28,Female,113848,Electronics,Laptop,2,204.9,409.8,Debit Card,West,2024-10-19,Saturday,Afternoon,Yes,No
8673,1226,29,Female,38015,Home,Lamp,3,199.16,597.48,Credit Card,North,2024-07-08,Monday,Afternoon,Yes,No
8674,1446,18,Female,53446,Sports,Tennis Racket,5,437.81,2189.05,Debit Card,East,2024-09-19,Thursday,Morning,Yes,Yes
8675,1527,32,Female,85092,Clothing,Jacket,1,423.13,423.13,Debit Card,North,2024-08-30,Friday,Evening,No,Yes
8676,1374,43,Female,61305,Sports,Basketball,4,187.24,748.96,Debit Card,North,2024-05-25,Saturday,Afternoon,Yes,No
8677,1317,22,Female,117408,Sports,Football,1,454.81,454.81,Credit Card,East,2024-04-18,Thursday,Evening,Yes,No
8678,1043,21,Female,68037,Clothing,Shirt,5,61.22,306.1,Debit Card,West,2024-10-15,Tuesday,Morning,No,Yes
8679,1058,53,Male,91664,Electronics,Laptop,4,160.24,640.96,Debit Card,South,2024-04-17,Wednesday,Evening,Yes,No
8680,1617,27,Male,83138,Grocery,Milk,4,405.98,1623.92,Cash,West,2024-11-15,Friday,Afternoon,Yes,Yes
8681,1032,21,Female,65432,Grocery,Eggs,2,262.1,524.2,Credit Card,West,2024-04-28,Sunday,Evening,Yes,No
8682,1888,63,Male,100900,Sports,Tennis Racket,5,321.21,1606.05,Debit Card,North,2024-06-12,Wednesday,Morning,No,Yes
8683,1407,50,Male,89306,Grocery,Eggs,3,413.95,1241.85,Cash,West,2024-07-25,Thursday,Evening,Yes,No
8684,1801,26,Female,73132,Clothing,Shirt,3,329.58,988.74,Debit Card,East,2024-12-12,Thursday,Evening,Yes,Yes
8685,1850,51,Female,118465,Grocery,Bread,5,447.31,2236.55,Debit Card,East,2024-11-21,Thursday,Afternoon,No,Yes
8686,1569,27,Female,33724,Sports,Football,3,53.07,159.21,Cash,East,2024-10-14,Monday,Morning,Yes,No
8687,1411,21,Female,78377,Grocery,Cheese,5,84.19,420.95,Cash,North,2024-06-16,Sunday,Evening,No,Yes
8688,1016,47,Male,85704,Grocery,Cheese,5,390.86,1954.3,Debit Card,East,2024-09-06,Friday,Afternoon,Yes,Yes
8689,1043,41,Female,98761,Sports,Basketball,5,458.32,2291.6,Cash,East,2024-03-19,Tuesday,Evening,No,Yes
8690,1929,29,Female,110543,Home,Table,2,191.07,382.14,Debit Card,North,2024-11-02,Saturday,Evening,Yes,No
8691,1198,69,Male,73646,Electronics,Phone,2,160.62,321.24,Debit Card,South,2024-06-27,Thursday,Evening,No,Yes
8692,1714,66,Male,112441,Sports,Tennis Racket,4,254.61,1018.44,Debit Card,North,2024-02-04,Sunday,Evening,Yes,Yes
8693,1208,59,Female,103882,Grocery,Cheese,3,203.73,611.19,Cash,East,2024-07-18,Thursday,Evening,No,Yes
8694,1246,61,Male,109141,Grocery,Eggs,3,327.43,982.29,Cash,East,2024-03-27,Wednesday,Evening,Yes,No
8695,1993,68,Female,99986,Grocery,Bread,4,279.56,1118.24,Credit Card,North,2024-05-19,Sunday,Morning,No,Yes
8696,1134,18,Female,52285,Clothing,Jacket,2,494.43,988.86,Cash,West,2024-08-08,Thursday,Evening,No,Yes
8697,1930,60,Female,110010,Electronics,Laptop,1,191.03,191.03,Credit Card,South,2024-03-16,Saturday,Evening,Yes,Yes
8698,1967,42,Male,45045,Clothing,Jeans,4,350.12,1400.48,Credit Card,East,2024-04-04,Thursday,Evening,Yes,Yes
8699,1908,40,Male,112884,Home,Table,4,363.97,1455.88,Debit Card,South,2024-11-27,Wednesday,Morning,Yes,Yes
8700,1937,30,Female,118425,Clothing,Shirt,3,225.52,676.56,Cash,West,2024-12-29,Sunday,Afternoon,Yes,No
8701,1173,63,Female,84087,Home,Chair,5,260.73,1303.65,Credit Card,East,2024-04-22,Monday,Morning,Yes,No
8702,1417,48,Male,99802,Electronics,Headphones,4,208.03,832.12,Cash,West,2024-10-04,Friday,Evening,Yes,Yes
8703,1056,23,Male,99178,Clothing,Jacket,3,33.54,100.62,Cash,North,2024-02-19,Monday,Morning,Yes,Yes
8704,1303,57,Male,54550,Grocery,Eggs,3,301.45,904.35,Cash,West,2024-02-04,Sunday,Evening,No,Yes
8705,1876,26,Male,58085,Clothing,Jacket,2,371.88,743.76,Credit Card,South,2024-07-29,Monday,Afternoon,Yes,No
8706,1521,61,Male,80827,Home,Chair,2,195.24,390.48,Cash,North,2024-02-26,Monday,Evening,Yes,Yes
8707,1314,54,Male,49928,Sports,Tennis Racket,2,84.06,168.12,Debit Card,West,2024-11-29,Friday,Afternoon,No,No
8708,1343,58,Female,106048,Grocery,Eggs,5,117.08,585.4,Debit Card,North,2024-01-31,Wednesday,Evening,Yes,No
8709,1751,45,Female,102505,Sports,Basketball,5,214.45,1072.25,Cash,West,2024-03-01,Friday,Morning,Yes,No
8710,1100,69,Female,67201,Clothing,Jeans,1,438.2,438.2,Debit Card,West,2024-09-28,Saturday,Evening,Yes,No
8711,1227,47,Female,81858,Electronics,Headphones,3,471.95,1415.85,Cash,North,2024-07-18,Thursday,Afternoon,Yes,No
8712,1936,57,Male,30219,Electronics,Phone,1,34.75,34.75,Cash,West,2024-02-25,Sunday,Afternoon,No,No
8713,1577,23,Female,81047,Sports,Basketball,4,153.12,612.48,Cash,East,2024-08-17,Saturday,Afternoon,No,Yes
8714,1748,27,Male,98680,Home,Table,3,344.38,1033.14,Credit Card,West,2024-06-11,Tuesday,Afternoon,Yes,Yes
8715,1154,27,Female,74001,Sports,Basketball,2,230.34,460.68,Credit Card,South,2024-01-07,Sunday,Evening,No,Yes
8716,1940,57,Female,85986,Electronics,Laptop,1,186.37,186.37,Debit Card,North,2024-04-17,Wednesday,Morning,No,No
8717,1173,30,Male,77063,Electronics,Phone,2,239.53,479.06,Cash,West,2024-09-04,Wednesday,Evening,No,Yes
8718,1910,64,Female,68963,Home,Table,2,371.91,743.82,Cash,West,2024-01-11,Thursday,Morning,Yes,No
8719,1796,26,Male,79213,Home,Chair,1,405.26,405.26,Cash,West,2024-12-16,Monday,Afternoon,Yes,Yes
8720,1135,68,Male,102419,Electronics,Headphones,3,67.25,201.75,Credit Card,West,2024-08-03,Saturday,Morning,No,No
8721,1610,63,Female,74527,Grocery,Eggs,3,246.89,740.67,Debit Card,South,2024-05-31,Friday,Evening,Yes,Yes
8722,1146,46,Female,99077,Sports,Football,3,440.52,1321.56,Debit Card,South,2024-04-12,Friday,Morning,Yes,No
8723,1148,35,Male,30611,Electronics,Laptop,5,19.28,96.4,Credit Card,West,2024-11-28,Thursday,Afternoon,Yes,Yes
8724,1677,66,Female,90881,Grocery,Bread,2,497.65,995.3,Cash,South,2024-02-01,Thursday,Evening,No,Yes
8725,1760,60,Male,113486,Grocery,Eggs,2,144.01,288.02,Credit Card,South,2024-05-12,Sunday,Evening,No,No
8726,1978,62,Female,37311,Electronics,Headphones,3,106.19,318.57,Cash,West,2024-12-05,Thursday,Evening,Yes,No
8727,1030,29,Male,107596,Electronics,Laptop,4,223.22,892.88,Debit Card,West,2024-06-16,Sunday,Afternoon,No,Yes
8728,1036,66,Female,70100,Home,Chair,2,448.51,897.02,Credit Card,South,2024-07-23,Tuesday,Evening,No,Yes
8729,1485,63,Female,62164,Sports,Football,2,306.14,612.28,Cash,North,2024-12-28,Saturday,Morning,Yes,No
8730,1534,21,Male,39340,Grocery,Bread,4,140.71,562.84,Credit Card,North,2024-02-24,Saturday,Afternoon,No,Yes
8731,1142,50,Male,87983,Sports,Tennis Racket,2,356.27,712.54,Cash,North,2024-12-12,Thursday,Afternoon,No,Yes
8732,1362,20,Female,102718,Home,Chair,2,341.18,682.36,Cash,East,2024-09-19,Thursday,Evening,No,Yes
8733,1020,61,Male,45115,Home,Table,5,89.26,446.3,Credit Card,North,2024-08-25,Sunday,Morning,No,Yes
8734,1932,52,Male,111903,Electronics,Headphones,2,174.16,348.32,Cash,East,2024-07-29,Monday,Morning,Yes,Yes
8735,1542,54,Female,69942,Home,Lamp,4,96.2,384.8,Debit Card,South,2024-05-21,Tuesday,Morning,Yes,No
8736,1635,54,Male,74030,Clothing,Jeans,5,180.6,903.0,Cash,East,2024-03-31,Sunday,Evening,Yes,No
8737,1440,64,Female,47678,Grocery,Bread,3,20.35,61.05,Cash,West,2024-10-28,Monday,Evening,No,No
8738,1194,45,Male,113814,Home,Table,5,287.25,1436.25,Credit Card,South,2024-05-18,Saturday,Evening,No,Yes
8739,1393,53,Female,94738,Home,Lamp,1,434.96,434.96,Debit Card,North,2024-08-22,Thursday,Morning,No,Yes
8740,1785,70,Female,74179,Clothing,Shirt,2,164.23,328.46,Cash,West,2024-06-02,Sunday,Evening,Yes,Yes
8741,1987,22,Male,106231,Grocery,Milk,3,102.99,308.97,Credit Card,South,2024-01-17,Wednesday,Morning,Yes,No
8742,1810,40,Female,35766,Electronics,Laptop,4,317.88,1271.52,Cash,South,2024-03-11,Monday,Afternoon,No,Yes
8743,1423,59,Female,40023,Sports,Basketball,3,80.24,240.72,Debit Card,North,2024-07-13,Saturday,Afternoon,Yes,No
8744,1531,66,Female,101649,Electronics,Tablet,5,435.62,2178.1,Debit Card,South,2024-06-02,Sunday,Evening,No,Yes
8745,1616,48,Female,97691,Grocery,Bread,2,413.05,826.1,Debit Card,North,2024-02-17,Saturday,Afternoon,No,Yes
8746,1128,58,Female,92196,Grocery,Milk,5,338.54,1692.7,Debit Card,East,2024-10-06,Sunday,Morning,No,Yes
8747,1378,30,Male,31923,Home,Table,4,47.72,190.88,Cash,North,2024-07-13,Saturday,Afternoon,Yes,No
8748,1188,62,Male,104417,Home,Chair,3,274.04,822.12,Cash,West,2024-10-21,Monday,Morning,Yes,No
8749,1632,39,Male,85739,Electronics,Phone,5,299.7,1498.5,Cash,North,2024-07-04,Thursday,Evening,Yes,No
8750,1346,26,Female,92223,Clothing,Shirt,5,95.44,477.2,Cash,North,2024-06-09,Sunday,Morning,No,Yes
8751,1640,45,Male,110473,Electronics,Tablet,5,231.23,1156.15,Debit Card,South,2024-08-16,Friday,Morning,No,Yes
8752,1703,44,Male,56828,Grocery,Cheese,1,20.91,20.91,Credit Card,West,2024-01-17,Wednesday,Morning,Yes,Yes
8753,1907,37,Female,50665,Clothing,Jacket,1,33.04,33.04,Credit Card,North,2024-01-23,Tuesday,Evening,Yes,No
8754,1894,41,Male,111992,Home,Chair,5,257.17,1285.85,Debit Card,North,2024-09-02,Monday,Morning,Yes,Yes
8755,1528,31,Male,47173,Sports,Tennis Racket,2,380.44,760.88,Debit Card,West,2024-02-09,Friday,Morning,Yes,No
8756,1472,21,Female,56843,Electronics,Tablet,1,241.66,241.66,Cash,West,2024-07-22,Monday,Morning,Yes,No
8757,1618,42,Female,77267,Home,Table,2,352.14,704.28,Debit Card,South,2024-08-18,Sunday,Morning,Yes,No
8758,1987,34,Female,48543,Clothing,Shirt,1,265.5,265.5,Credit Card,East,2024-11-15,Friday,Evening,Yes,No
8759,1977,53,Female,84493,Sports,Tennis Racket,4,460.29,1841.16,Debit Card,East,2024-07-08,Monday,Morning,No,Yes
8760,1956,22,Male,72405,Sports,Football,1,232.76,232.76,Debit Card,West,2024-10-31,Thursday,Evening,No,Yes
8761,1262,26,Female,73088,Sports,Basketball,4,389.18,1556.72,Cash,South,2024-04-10,Wednesday,Afternoon,No,Yes
8762,1612,43,Male,47478,Home,Lamp,4,196.81,787.24,Credit Card,West,2024-01-04,Thursday,Afternoon,No,Yes
8763,1030,51,Male,37987,Sports,Football,2,155.0,310.0,Credit Card,East,2024-03-14,Thursday,Evening,No,Yes
8764,1429,37,Male,42345,Grocery,Milk,5,321.63,1608.15,Debit Card,North,2024-09-26,Thursday,Morning,Yes,Yes
8765,1672,43,Female,49260,Electronics,Laptop,1,304.38,304.38,Credit Card,West,2024-12-10,Tuesday,Evening,No,Yes
8766,1815,56,Female,50748,Sports,Football,5,494.88,2474.4,Debit Card,West,2024-09-27,Friday,Evening,Yes,Yes
8767,1819,19,Male,30192,Grocery,Eggs,2,446.73,893.46,Debit Card,East,2024-09-02,Monday,Afternoon,No,Yes
8768,1834,63,Male,108704,Home,Chair,4,149.45,597.8,Cash,North,2024-11-14,Thursday,Afternoon,No,Yes
8769,1145,62,Male,62084,Clothing,Shirt,2,286.67,573.34,Credit Card,South,2024-11-30,Saturday,Evening,Yes,No
8770,1817,67,Male,105840,Grocery,Milk,3,286.05,858.15,Debit Card,South,2024-04-19,Friday,Morning,Yes,No
8771,1022,18,Female,50444,Electronics,Headphones,5,496.85,2484.25,Cash,East,2024-10-03,Thursday,Morning,No,Yes
8772,1530,45,Male,115556,Sports,Basketball,4,124.14,496.56,Credit Card,West,2024-06-23,Sunday,Morning,No,Yes
8773,1035,34,Female,105758,Electronics,Phone,5,30.61,153.05,Debit Card,South,2024-10-04,Friday,Morning,Yes,No
8774,1957,32,Female,111698,Electronics,Tablet,1,100.93,100.93,Debit Card,West,2024-01-08,Monday,Afternoon,No,Yes
8775,1561,28,Male,110225,Sports,Basketball,4,277.46,1109.84,Debit Card,North,2024-02-23,Friday,Afternoon,Yes,Yes
8776,1690,33,Male,114923,Home,Chair,3,284.88,854.64,Debit Card,South,2024-08-11,Sunday,Afternoon,No,Yes
8777,1071,44,Male,117905,Clothing,Jeans,2,192.05,384.1,Debit Card,East,2024-09-02,Monday,Evening,Yes,No
8778,1377,47,Female,79137,Sports,Football,2,253.9,507.8,Credit Card,East,2024-01-24,Wednesday,Evening,Yes,Yes
8779,1749,24,Male,40807,Sports,Tennis Racket,2,99.28,198.56,Debit Card,North,2024-03-18,Monday,Afternoon,No,Yes
8780,1690,24,Male,77873,Home,Chair,4,173.45,693.8,Cash,North,2024-12-19,Thursday,Morning,No,Yes
8781,1352,61,Male,64542,Grocery,Eggs,2,495.52,991.04,Debit Card,West,2024-11-26,Tuesday,Evening,No,Yes
8782,1723,19,Male,82739,Clothing,Jacket,5,193.25,966.25,Debit Card,East,2024-04-27,Saturday,Afternoon,Yes,No
8783,1941,57,Male,119136,Sports,Tennis Racket,2,150.67,301.34,Debit Card,West,2024-06-30,Sunday,Evening,Yes,No
8784,1880,42,Female,50607,Grocery,Cheese,4,47.5,190.0,Credit Card,North,2024-01-06,Saturday,Morning,Yes,Yes
8785,1500,37,Male,46582,Electronics,Laptop,3,219.43,658.29,Cash,North,2024-03-01,Friday,Afternoon,Yes,No
8786,1894,35,Female,65670,Clothing,Shirt,1,356.65,356.65,Debit Card,North,2024-08-17,Saturday,Morning,No,Yes
8787,1086,59,Female,79100,Electronics,Phone,2,243.98,487.96,Cash,South,2024-12-06,Friday,Morning,Yes,No
8788,1588,39,Male,62544,Clothing,Jacket,5,367.68,1838.4,Credit Card,South,2024-12-01,Sunday,Morning,Yes,Yes
8789,1057,32,Male,66258,Electronics,Laptop,4,86.58,346.32,Cash,North,2024-03-09,Saturday,Morning,No,Yes
8790,1562,65,Female,68248,Grocery,Cheese,1,91.97,91.97,Cash,East,2024-06-15,Saturday,Afternoon,No,No
8791,1714,45,Male,111041,Sports,Football,3,382.59,1147.77,Cash,South,2024-02-27,Tuesday,Evening,No,Yes
8792,1570,27,Male,89918,Home,Lamp,3,86.41,259.23,Debit Card,East,2024-05-07,Tuesday,Morning,Yes,No
8793,1657,24,Male,69198,Electronics,Phone,4,58.5,234.0,Credit Card,West,2024-12-04,Wednesday,Afternoon,No,No
8794,1166,25,Female,77192,Grocery,Milk,1,187.32,187.32,Debit Card,East,2024-11-10,Sunday,Afternoon,No,Yes
8795,1653,44,Female,56092,Sports,Football,2,96.67,193.34,Debit Card,North,2024-05-27,Monday,Afternoon,No,No
8796,1614,28,Female,66241,Electronics,Phone,3,448.34,1345.02,Credit Card,South,2024-10-15,Tuesday,Morning,No,Yes
8797,1869,52,Female,36096,Sports,Basketball,2,218.4,436.8,Debit Card,South,2024-08-14,Wednesday,Afternoon,Yes,No
8798,1330,53,Female,58267,Sports,Basketball,2,449.51,899.02,Credit Card,South,2024-10-24,Thursday,Evening,Yes,Yes
